positionid,attack,defense,money,rarity,attack_percentile,defense_percentile,money_percentile,total_score_rank
1349,11,27,15,rare,0.36005,0.89505,0.49505,2414.0
1350,11,28,15,rare,0.36005,0.90505,0.49505,2214.0
1351,11,29,15,rare,0.36005,0.92005,0.49505,1827.0
1352,11,30,16,rare,0.36005,0.93505,0.60505,514.0
1353,11,31,16,rare,0.36005,0.94505,0.60505,414.0
1354,11,32,16,rare,0.36005,0.95505,0.60505,314.0
1355,11,33,16,rare,0.36005,0.96505,0.60505,214.0
1356,11,34,16,rare,0.36005,0.97505,0.60505,114.0
1357,11,35,16,legendary,0.36005,0.99005,0.60505,14.0
1358,11,11,16,normal,0.36005,0.48005,0.60505,6066.0
1359,11,11,16,normal,0.36005,0.48005,0.60505,6067.0
1360,11,11,16,normal,0.36005,0.48005,0.60505,6068.0
1361,11,11,16,normal,0.36005,0.48005,0.60505,6069.0
1362,11,11,17,normal,0.36005,0.48005,0.71505,4666.0
1363,11,11,17,normal,0.36005,0.48005,0.71505,4667.0
1364,11,11,17,normal,0.36005,0.48005,0.71505,4668.0
1365,11,11,17,normal,0.36005,0.48005,0.71505,4669.0
1366,11,1,17,normal,0.36005,0.10005,0.71505,8214.0
1367,12,1,17,normal,0.72505,0.10005,0.71505,5514.0
1368,13,1,17,normal,0.73505,0.10005,0.71505,5128.0
1369,14,1,17,normal,0.74505,0.10005,0.71505,4414.0
1370,15,1,17,good,0.75505,0.10005,0.71505,4228.0
1371,16,1,17,good,0.77005,0.10005,0.71505,4114.0
1372,17,1,18,good,0.79505,0.10005,0.82505,3128.0
1373,18,1,18,good,0.82005,0.10005,0.82505,2614.0
1374,19,1,18,good,0.84005,0.10005,0.82505,2114.0
1375,20,1,18,good,0.86005,0.10005,0.82505,1627.0
1376,21,1,18,good,0.88005,0.10005,0.82505,1327.0
1377,22,1,18,good,0.90005,0.10005,0.82505,1028.0
1378,23,1,18,good,0.92505,0.10005,0.82505,814.0
1379,24,1,18,good,0.95005,0.10005,0.82505,714.0
1380,25,1,18,good,0.97005,0.10005,0.82505,614.0
1381,11,1,18,good,0.36005,0.10005,0.82505,7414.0
1382,17,1,11,good,0.79505,0.10005,0.05505,9514.0
1383,23,1,12,good,0.92505,0.10005,0.16505,8114.0
1384,29,1,13,good,0.98505,0.10005,0.27505,6914.0
1385,35,1,14,legendary,0.99505,0.10005,0.38505,5914.0
1386,11,11,15,normal,0.36005,0.48005,0.49505,7114.0
1387,11,11,16,normal,0.36005,0.48005,0.60505,6070.0
1388,11,11,17,normal,0.36005,0.48005,0.71505,4670.0
1389,11,11,18,good,0.36005,0.48005,0.82505,3714.0
1390,11,11,19,good,0.36005,0.48005,0.88505,3014.0
1391,11,11,20,good,0.36005,0.48005,0.89505,2814.0
1392,11,11,21,good,0.36005,0.48005,0.90505,2514.0
1393,11,11,22,good,0.36005,0.48005,0.91505,2314.0
1394,11,11,23,good,0.36005,0.48005,0.92505,2014.0
1395,11,11,24,good,0.36005,0.48005,0.93505,1828.0
1396,11,11,25,good,0.36005,0.48005,0.94505,1628.0
1397,11,11,26,good,0.36005,0.48005,0.95505,1514.0
1398,11,11,27,good,0.36005,0.48005,0.96505,1328.0
1399,11,11,28,good,0.36005,0.48005,0.97505,1214.0
1400,11,11,29,good,0.36005,0.48005,0.98505,1029.0
1401,11,11,30,legendary,0.36005,0.48005,0.99505,915.0
1402,11,11,11,bad,0.36005,0.48005,0.05505,9657.0
1403,11,11,11,bad,0.36005,0.48005,0.05505,9658.0
1404,11,11,11,bad,0.36005,0.48005,0.05505,9659.0
1405,11,11,11,bad,0.36005,0.48005,0.05505,9660.0
1406,16,11,11,good,0.77005,0.48005,0.05505,7315.0
1407,17,11,11,good,0.79505,0.48005,0.05505,7215.0
1408,18,11,11,good,0.82005,0.48005,0.05505,7015.0
1409,19,11,11,good,0.84005,0.48005,0.05505,6815.0
1410,20,11,11,good,0.86005,0.48005,0.05505,6715.0
1411,21,11,11,good,0.88005,0.48005,0.05505,6515.0
1412,22,11,12,good,0.90005,0.48005,0.16505,5315.0
1413,23,11,12,good,0.92505,0.48005,0.16505,4229.0
1414,24,11,12,good,0.95005,0.48005,0.16505,4015.0
1415,25,11,12,good,0.97005,0.48005,0.16505,3915.0
1416,11,11,12,bad,0.36005,0.48005,0.16505,8985.0
1417,11,11,12,bad,0.36005,0.48005,0.16505,8986.0
1418,11,11,12,bad,0.36005,0.48005,0.16505,8987.0
1419,11,11,12,bad,0.36005,0.48005,0.16505,8988.0
1420,11,11,12,bad,0.36005,0.48005,0.16505,8989.0
1421,11,11,12,bad,0.36005,0.48005,0.16505,8990.0
1422,11,11,13,bad,0.36005,0.48005,0.27505,8385.0
1423,11,11,13,bad,0.36005,0.48005,0.27505,8386.0
1424,11,17,13,rare,0.36005,0.78005,0.27505,6615.0
1425,11,23,13,rare,0.36005,0.85005,0.27505,5815.0
1426,11,29,13,rare,0.36005,0.92005,0.27505,4515.0
1427,11,35,13,legendary,0.36005,0.99005,0.27505,3815.0
1428,11,11,13,bad,0.36005,0.48005,0.27505,8387.0
1429,11,11,13,bad,0.36005,0.48005,0.27505,8388.0
1430,11,11,13,bad,0.36005,0.48005,0.27505,8389.0
1431,11,11,13,bad,0.36005,0.48005,0.27505,8390.0
1432,11,11,14,normal,0.36005,0.48005,0.38505,7585.0
1433,11,11,14,normal,0.36005,0.48005,0.38505,7586.0
1434,11,11,14,normal,0.36005,0.48005,0.38505,7587.0
1435,11,11,14,normal,0.36005,0.48005,0.38505,7588.0
1436,11,11,14,normal,0.36005,0.48005,0.38505,7589.0
1437,11,11,14,normal,0.36005,0.48005,0.38505,7590.0
1438,11,16,14,rare,0.36005,0.76505,0.38505,5715.0
1439,11,17,14,rare,0.36005,0.78005,0.38505,5615.0
1440,11,18,14,rare,0.36005,0.79505,0.38505,5415.0
1441,11,19,14,rare,0.36005,0.80505,0.38505,5129.0
1442,11,20,15,rare,0.36005,0.81505,0.49505,3615.0
1443,11,21,15,rare,0.36005,0.82505,0.49505,3515.0
1444,11,22,15,rare,0.36005,0.83505,0.49505,3415.0
1445,11,23,15,rare,0.36005,0.85005,0.49505,3315.0
1446,11,24,15,rare,0.36005,0.86505,0.49505,3129.0
1447,11,25,15,rare,0.36005,0.87505,0.49505,2915.0
1448,11,26,15,rare,0.36005,0.88505,0.49505,2715.0
1449,11,27,15,rare,0.36005,0.89505,0.49505,2415.0
1450,11,28,15,rare,0.36005,0.90505,0.49505,2215.0
1451,11,29,15,rare,0.36005,0.92005,0.49505,1829.0
1452,11,30,16,rare,0.36005,0.93505,0.60505,515.0
1453,11,31,16,rare,0.36005,0.94505,0.60505,415.0
1454,11,32,16,rare,0.36005,0.95505,0.60505,315.0
1455,11,33,16,rare,0.36005,0.96505,0.60505,215.0
1456,11,34,16,rare,0.36005,0.97505,0.60505,115.0
1457,11,35,16,legendary,0.36005,0.99005,0.60505,15.0
1458,11,11,16,normal,0.36005,0.48005,0.60505,6071.0
1459,11,11,16,normal,0.36005,0.48005,0.60505,6072.0
1460,11,11,16,normal,0.36005,0.48005,0.60505,6073.0
1461,11,11,16,normal,0.36005,0.48005,0.60505,6074.0
1462,11,11,17,normal,0.36005,0.48005,0.71505,4671.0
1463,11,11,17,normal,0.36005,0.48005,0.71505,4672.0
1464,11,11,17,normal,0.36005,0.48005,0.71505,4673.0
1465,11,11,17,normal,0.36005,0.48005,0.71505,4674.0
1466,11,1,17,normal,0.36005,0.10005,0.71505,8215.0
1467,12,1,17,normal,0.72505,0.10005,0.71505,5515.0
1468,13,1,17,normal,0.73505,0.10005,0.71505,5130.0
1469,14,1,17,normal,0.74505,0.10005,0.71505,4415.0
1470,15,1,17,good,0.75505,0.10005,0.71505,4230.0
1471,16,1,17,good,0.77005,0.10005,0.71505,4115.0
1472,17,1,18,good,0.79505,0.10005,0.82505,3130.0
1473,18,1,18,good,0.82005,0.10005,0.82505,2615.0
1474,19,1,18,good,0.84005,0.10005,0.82505,2115.0
1475,20,1,18,good,0.86005,0.10005,0.82505,1629.0
1476,21,1,18,good,0.88005,0.10005,0.82505,1329.0
1477,22,1,18,good,0.90005,0.10005,0.82505,1030.0
1478,23,1,18,good,0.92505,0.10005,0.82505,815.0
1479,24,1,18,good,0.95005,0.10005,0.82505,715.0
1480,25,1,18,good,0.97005,0.10005,0.82505,615.0
1481,11,1,18,good,0.36005,0.10005,0.82505,7415.0
1482,17,1,11,good,0.79505,0.10005,0.05505,9515.0
1483,23,1,12,good,0.92505,0.10005,0.16505,8115.0
1484,29,1,13,good,0.98505,0.10005,0.27505,6915.0
1485,35,1,14,legendary,0.99505,0.10005,0.38505,5915.0
1486,11,11,15,normal,0.36005,0.48005,0.49505,7115.0
1487,11,11,16,normal,0.36005,0.48005,0.60505,6075.0
1488,11,11,17,normal,0.36005,0.48005,0.71505,4675.0
1489,11,11,18,good,0.36005,0.48005,0.82505,3715.0
1490,11,11,19,good,0.36005,0.48005,0.88505,3015.0
1491,11,11,20,good,0.36005,0.48005,0.89505,2815.0
1492,11,11,21,good,0.36005,0.48005,0.90505,2515.0
1493,11,11,22,good,0.36005,0.48005,0.91505,2315.0
1494,11,11,23,good,0.36005,0.48005,0.92505,2015.0
1495,11,11,24,good,0.36005,0.48005,0.93505,1830.0
1496,11,11,25,good,0.36005,0.48005,0.94505,1630.0
1497,11,11,26,good,0.36005,0.48005,0.95505,1515.0
1498,11,11,27,good,0.36005,0.48005,0.96505,1330.0
1499,11,11,28,good,0.36005,0.48005,0.97505,1215.0
1500,11,11,29,good,0.36005,0.48005,0.98505,1031.0
1501,11,11,30,legendary,0.36005,0.48005,0.99505,916.0
1502,11,11,11,bad,0.36005,0.48005,0.05505,9661.0
1503,11,11,11,bad,0.36005,0.48005,0.05505,9662.0
1504,11,11,11,bad,0.36005,0.48005,0.05505,9663.0
1505,11,11,11,bad,0.36005,0.48005,0.05505,9664.0
1506,16,11,11,good,0.77005,0.48005,0.05505,7316.0
1507,17,11,11,good,0.79505,0.48005,0.05505,7216.0
1508,18,11,11,good,0.82005,0.48005,0.05505,7016.0
1509,19,11,11,good,0.84005,0.48005,0.05505,6816.0
1510,20,11,11,good,0.86005,0.48005,0.05505,6716.0
1511,21,11,11,good,0.88005,0.48005,0.05505,6516.0
1512,22,11,12,good,0.90005,0.48005,0.16505,5316.0
1513,23,11,12,good,0.92505,0.48005,0.16505,4231.0
1514,24,11,12,good,0.95005,0.48005,0.16505,4016.0
1515,25,11,12,good,0.97005,0.48005,0.16505,3916.0
1516,11,11,12,bad,0.36005,0.48005,0.16505,8991.0
1517,11,11,12,bad,0.36005,0.48005,0.16505,8992.0
1518,11,11,12,bad,0.36005,0.48005,0.16505,8993.0
1519,11,11,12,bad,0.36005,0.48005,0.16505,8994.0
1520,11,11,12,bad,0.36005,0.48005,0.16505,8995.0
1521,11,11,12,bad,0.36005,0.48005,0.16505,8996.0
1522,11,11,13,bad,0.36005,0.48005,0.27505,8391.0
1523,11,11,13,bad,0.36005,0.48005,0.27505,8392.0
1524,11,17,13,rare,0.36005,0.78005,0.27505,6616.0
1525,11,23,13,rare,0.36005,0.85005,0.27505,5816.0
1526,11,29,13,rare,0.36005,0.92005,0.27505,4516.0
1527,11,35,13,legendary,0.36005,0.99005,0.27505,3816.0
1528,11,11,13,bad,0.36005,0.48005,0.27505,8393.0
1529,11,11,13,bad,0.36005,0.48005,0.27505,8394.0
1530,11,11,13,bad,0.36005,0.48005,0.27505,8395.0
1531,11,11,13,bad,0.36005,0.48005,0.27505,8396.0
1532,11,11,14,normal,0.36005,0.48005,0.38505,7591.0
1533,11,11,14,normal,0.36005,0.48005,0.38505,7592.0
1534,11,11,14,normal,0.36005,0.48005,0.38505,7593.0
1535,11,11,14,normal,0.36005,0.48005,0.38505,7594.0
1536,11,11,14,normal,0.36005,0.48005,0.38505,7595.0
1537,11,11,14,normal,0.36005,0.48005,0.38505,7596.0
1538,11,16,14,rare,0.36005,0.76505,0.38505,5716.0
1539,11,17,14,rare,0.36005,0.78005,0.38505,5616.0
1540,11,18,14,rare,0.36005,0.79505,0.38505,5416.0
1541,11,19,14,rare,0.36005,0.80505,0.38505,5131.0
1542,11,20,15,rare,0.36005,0.81505,0.49505,3616.0
1543,11,21,15,rare,0.36005,0.82505,0.49505,3516.0
1544,11,22,15,rare,0.36005,0.83505,0.49505,3416.0
1545,11,23,15,rare,0.36005,0.85005,0.49505,3316.0
1546,11,24,15,rare,0.36005,0.86505,0.49505,3131.0
1547,11,25,15,rare,0.36005,0.87505,0.49505,2916.0
1548,11,26,15,rare,0.36005,0.88505,0.49505,2716.0
1549,11,27,15,rare,0.36005,0.89505,0.49505,2416.0
1550,11,28,15,rare,0.36005,0.90505,0.49505,2216.0
1551,11,29,15,rare,0.36005,0.92005,0.49505,1831.0
1552,11,30,16,rare,0.36005,0.93505,0.60505,516.0
1553,11,31,16,rare,0.36005,0.94505,0.60505,416.0
1554,11,32,16,rare,0.36005,0.95505,0.60505,316.0
1555,11,33,16,rare,0.36005,0.96505,0.60505,216.0
1556,11,34,16,rare,0.36005,0.97505,0.60505,116.0
1557,11,35,16,legendary,0.36005,0.99005,0.60505,16.0
1558,11,11,16,normal,0.36005,0.48005,0.60505,6076.0
1559,11,11,16,normal,0.36005,0.48005,0.60505,6077.0
1560,11,11,16,normal,0.36005,0.48005,0.60505,6078.0
1561,11,11,16,normal,0.36005,0.48005,0.60505,6079.0
1562,11,11,17,normal,0.36005,0.48005,0.71505,4676.0
1563,11,11,17,normal,0.36005,0.48005,0.71505,4677.0
1564,11,11,17,normal,0.36005,0.48005,0.71505,4678.0
1565,11,11,17,normal,0.36005,0.48005,0.71505,4679.0
1566,11,1,17,normal,0.36005,0.10005,0.71505,8216.0
1567,12,1,17,normal,0.72505,0.10005,0.71505,5516.0
1568,13,1,17,normal,0.73505,0.10005,0.71505,5132.0
1569,14,1,17,normal,0.74505,0.10005,0.71505,4416.0
1570,15,1,17,good,0.75505,0.10005,0.71505,4232.0
1571,16,1,17,good,0.77005,0.10005,0.71505,4116.0
1572,17,1,18,good,0.79505,0.10005,0.82505,3132.0
1573,18,1,18,good,0.82005,0.10005,0.82505,2616.0
1574,19,1,18,good,0.84005,0.10005,0.82505,2116.0
1575,20,1,18,good,0.86005,0.10005,0.82505,1631.0
1576,21,1,18,good,0.88005,0.10005,0.82505,1331.0
1577,22,1,18,good,0.90005,0.10005,0.82505,1032.0
1578,23,1,18,good,0.92505,0.10005,0.82505,816.0
1579,24,1,18,good,0.95005,0.10005,0.82505,716.0
1580,25,1,18,good,0.97005,0.10005,0.82505,616.0
1581,11,1,18,good,0.36005,0.10005,0.82505,7416.0
1582,17,1,11,good,0.79505,0.10005,0.05505,9516.0
1583,23,1,12,good,0.92505,0.10005,0.16505,8116.0
1584,29,1,13,good,0.98505,0.10005,0.27505,6916.0
1585,35,1,14,legendary,0.99505,0.10005,0.38505,5916.0
1586,11,11,15,normal,0.36005,0.48005,0.49505,7116.0
1587,11,11,16,normal,0.36005,0.48005,0.60505,6080.0
1588,11,11,17,normal,0.36005,0.48005,0.71505,4680.0
1589,11,11,18,good,0.36005,0.48005,0.82505,3716.0
1590,11,11,19,good,0.36005,0.48005,0.88505,3016.0
1591,11,11,20,good,0.36005,0.48005,0.89505,2816.0
1592,11,11,21,good,0.36005,0.48005,0.90505,2516.0
1593,11,11,22,good,0.36005,0.48005,0.91505,2316.0
1594,11,11,23,good,0.36005,0.48005,0.92505,2016.0
1595,11,11,24,good,0.36005,0.48005,0.93505,1832.0
1596,11,11,25,good,0.36005,0.48005,0.94505,1632.0
1597,11,11,26,good,0.36005,0.48005,0.95505,1516.0
1598,11,11,27,good,0.36005,0.48005,0.96505,1332.0
1599,11,11,28,good,0.36005,0.48005,0.97505,1216.0
1600,11,11,29,good,0.36005,0.48005,0.98505,1033.0
1601,11,11,30,legendary,0.36005,0.48005,0.99505,917.0
1602,11,11,11,bad,0.36005,0.48005,0.05505,9665.0
1603,11,11,11,bad,0.36005,0.48005,0.05505,9666.0
1604,11,11,11,bad,0.36005,0.48005,0.05505,9667.0
1605,11,11,11,bad,0.36005,0.48005,0.05505,9668.0
1606,16,11,11,good,0.77005,0.48005,0.05505,7317.0
1607,17,11,11,good,0.79505,0.48005,0.05505,7217.0
1608,18,11,11,good,0.82005,0.48005,0.05505,7017.0
1609,19,11,11,good,0.84005,0.48005,0.05505,6817.0
1610,20,11,11,good,0.86005,0.48005,0.05505,6717.0
1611,21,11,11,good,0.88005,0.48005,0.05505,6517.0
1612,22,11,12,good,0.90005,0.48005,0.16505,5317.0
1613,23,11,12,good,0.92505,0.48005,0.16505,4233.0
1614,24,11,12,good,0.95005,0.48005,0.16505,4017.0
1615,25,11,12,good,0.97005,0.48005,0.16505,3917.0
1616,11,11,12,bad,0.36005,0.48005,0.16505,8997.0
1617,11,11,12,bad,0.36005,0.48005,0.16505,8998.0
1618,11,11,12,bad,0.36005,0.48005,0.16505,8999.0
1619,11,11,12,bad,0.36005,0.48005,0.16505,9000.0
1620,11,11,12,bad,0.36005,0.48005,0.16505,9001.0
1621,11,11,12,bad,0.36005,0.48005,0.16505,9002.0
1622,11,11,13,bad,0.36005,0.48005,0.27505,8397.0
1623,11,11,13,bad,0.36005,0.48005,0.27505,8398.0
1624,11,17,13,rare,0.36005,0.78005,0.27505,6617.0
1625,11,23,13,rare,0.36005,0.85005,0.27505,5817.0
1626,11,29,13,rare,0.36005,0.92005,0.27505,4517.0
1627,11,35,13,legendary,0.36005,0.99005,0.27505,3817.0
1628,11,11,13,bad,0.36005,0.48005,0.27505,8399.0
1629,11,11,13,bad,0.36005,0.48005,0.27505,8400.0
1630,11,11,13,bad,0.36005,0.48005,0.27505,8401.0
1631,11,11,13,bad,0.36005,0.48005,0.27505,8402.0
1632,11,11,14,normal,0.36005,0.48005,0.38505,7597.0
1633,11,11,14,normal,0.36005,0.48005,0.38505,7598.0
1634,11,11,14,normal,0.36005,0.48005,0.38505,7599.0
1635,11,11,14,normal,0.36005,0.48005,0.38505,7600.0
1636,11,11,14,normal,0.36005,0.48005,0.38505,7601.0
1637,11,11,14,normal,0.36005,0.48005,0.38505,7602.0
1638,11,16,14,rare,0.36005,0.76505,0.38505,5717.0
1639,11,17,14,rare,0.36005,0.78005,0.38505,5617.0
1640,11,18,14,rare,0.36005,0.79505,0.38505,5417.0
1641,11,19,14,rare,0.36005,0.80505,0.38505,5133.0
1642,11,20,15,rare,0.36005,0.81505,0.49505,3617.0
1643,11,21,15,rare,0.36005,0.82505,0.49505,3517.0
1644,11,22,15,rare,0.36005,0.83505,0.49505,3417.0
1645,11,23,15,rare,0.36005,0.85005,0.49505,3317.0
1646,11,24,15,rare,0.36005,0.86505,0.49505,3133.0
1647,11,25,15,rare,0.36005,0.87505,0.49505,2917.0
1648,11,26,15,rare,0.36005,0.88505,0.49505,2717.0
1649,11,27,15,rare,0.36005,0.89505,0.49505,2417.0
1650,11,28,15,rare,0.36005,0.90505,0.49505,2217.0
1651,11,29,15,rare,0.36005,0.92005,0.49505,1833.0
1652,11,30,16,rare,0.36005,0.93505,0.60505,517.0
1653,11,31,16,rare,0.36005,0.94505,0.60505,417.0
1654,11,32,16,rare,0.36005,0.95505,0.60505,317.0
1655,11,33,16,rare,0.36005,0.96505,0.60505,217.0
1656,11,34,16,rare,0.36005,0.97505,0.60505,117.0
1657,11,35,16,legendary,0.36005,0.99005,0.60505,17.0
1658,11,11,16,normal,0.36005,0.48005,0.60505,6081.0
1659,11,11,16,normal,0.36005,0.48005,0.60505,6082.0
1660,11,11,16,normal,0.36005,0.48005,0.60505,6083.0
1661,11,11,16,normal,0.36005,0.48005,0.60505,6084.0
1662,11,11,17,normal,0.36005,0.48005,0.71505,4681.0
1663,11,11,17,normal,0.36005,0.48005,0.71505,4682.0
1664,11,11,17,normal,0.36005,0.48005,0.71505,4683.0
1665,11,11,17,normal,0.36005,0.48005,0.71505,4684.0
1666,11,1,17,normal,0.36005,0.10005,0.71505,8217.0
1667,12,1,17,normal,0.72505,0.10005,0.71505,5517.0
1668,13,1,17,normal,0.73505,0.10005,0.71505,5134.0
1669,14,1,17,normal,0.74505,0.10005,0.71505,4417.0
1670,15,1,17,good,0.75505,0.10005,0.71505,4234.0
1671,16,1,17,good,0.77005,0.10005,0.71505,4117.0
1672,17,1,18,good,0.79505,0.10005,0.82505,3134.0
1673,18,1,18,good,0.82005,0.10005,0.82505,2617.0
1674,19,1,18,good,0.84005,0.10005,0.82505,2117.0
1675,20,1,18,good,0.86005,0.10005,0.82505,1633.0
1676,21,1,18,good,0.88005,0.10005,0.82505,1333.0
1677,22,1,18,good,0.90005,0.10005,0.82505,1034.0
1678,23,1,18,good,0.92505,0.10005,0.82505,817.0
1679,24,1,18,good,0.95005,0.10005,0.82505,717.0
1680,25,1,18,good,0.97005,0.10005,0.82505,617.0
1681,11,1,18,good,0.36005,0.10005,0.82505,7417.0
1682,17,1,11,good,0.79505,0.10005,0.05505,9517.0
1683,23,1,12,good,0.92505,0.10005,0.16505,8117.0
1684,29,1,13,good,0.98505,0.10005,0.27505,6917.0
1685,35,1,14,legendary,0.99505,0.10005,0.38505,5917.0
1686,11,11,15,normal,0.36005,0.48005,0.49505,7117.0
1687,11,11,16,normal,0.36005,0.48005,0.60505,6085.0
1688,11,11,17,normal,0.36005,0.48005,0.71505,4685.0
1689,11,11,18,good,0.36005,0.48005,0.82505,3717.0
1690,11,11,19,good,0.36005,0.48005,0.88505,3017.0
1691,11,11,20,good,0.36005,0.48005,0.89505,2817.0
1692,11,11,21,good,0.36005,0.48005,0.90505,2517.0
1693,11,11,22,good,0.36005,0.48005,0.91505,2317.0
1694,11,11,23,good,0.36005,0.48005,0.92505,2017.0
1695,11,11,24,good,0.36005,0.48005,0.93505,1834.0
1696,11,11,25,good,0.36005,0.48005,0.94505,1634.0
1697,11,11,26,good,0.36005,0.48005,0.95505,1517.0
1698,11,11,27,good,0.36005,0.48005,0.96505,1334.0
1699,11,11,28,good,0.36005,0.48005,0.97505,1217.0
1700,11,11,29,good,0.36005,0.48005,0.98505,1035.0
1701,11,11,30,legendary,0.36005,0.48005,0.99505,918.0
1702,11,11,11,bad,0.36005,0.48005,0.05505,9669.0
1703,11,11,11,bad,0.36005,0.48005,0.05505,9670.0
1704,11,11,11,bad,0.36005,0.48005,0.05505,9671.0
1705,11,11,11,bad,0.36005,0.48005,0.05505,9672.0
1706,16,11,11,good,0.77005,0.48005,0.05505,7318.0
1707,17,11,11,good,0.79505,0.48005,0.05505,7218.0
1708,18,11,11,good,0.82005,0.48005,0.05505,7018.0
1709,19,11,11,good,0.84005,0.48005,0.05505,6818.0
1710,20,11,11,good,0.86005,0.48005,0.05505,6718.0
1711,21,11,11,good,0.88005,0.48005,0.05505,6518.0
1712,22,11,12,good,0.90005,0.48005,0.16505,5318.0
1713,23,11,12,good,0.92505,0.48005,0.16505,4235.0
1714,24,11,12,good,0.95005,0.48005,0.16505,4018.0
1715,25,11,12,good,0.97005,0.48005,0.16505,3918.0
1716,11,11,12,bad,0.36005,0.48005,0.16505,9003.0
1717,11,11,12,bad,0.36005,0.48005,0.16505,9004.0
1718,11,11,12,bad,0.36005,0.48005,0.16505,9005.0
1719,11,11,12,bad,0.36005,0.48005,0.16505,9006.0
1720,11,11,12,bad,0.36005,0.48005,0.16505,9007.0
1721,11,11,12,bad,0.36005,0.48005,0.16505,9008.0
1722,11,11,13,bad,0.36005,0.48005,0.27505,8403.0
1723,11,11,13,bad,0.36005,0.48005,0.27505,8404.0
1724,11,17,13,rare,0.36005,0.78005,0.27505,6618.0
1725,11,23,13,rare,0.36005,0.85005,0.27505,5818.0
1726,11,29,13,rare,0.36005,0.92005,0.27505,4518.0
1727,11,35,13,legendary,0.36005,0.99005,0.27505,3818.0
1728,11,11,13,bad,0.36005,0.48005,0.27505,8405.0
1729,11,11,13,bad,0.36005,0.48005,0.27505,8406.0
1730,11,11,13,bad,0.36005,0.48005,0.27505,8407.0
1731,11,11,13,bad,0.36005,0.48005,0.27505,8408.0
1732,11,11,14,normal,0.36005,0.48005,0.38505,7603.0
1733,11,11,14,normal,0.36005,0.48005,0.38505,7604.0
1734,11,11,14,normal,0.36005,0.48005,0.38505,7605.0
1735,11,11,14,normal,0.36005,0.48005,0.38505,7606.0
1736,11,11,14,normal,0.36005,0.48005,0.38505,7607.0
1737,11,11,14,normal,0.36005,0.48005,0.38505,7608.0
1738,11,16,14,rare,0.36005,0.76505,0.38505,5718.0
1739,11,17,14,rare,0.36005,0.78005,0.38505,5618.0
1740,11,18,14,rare,0.36005,0.79505,0.38505,5418.0
1741,11,19,14,rare,0.36005,0.80505,0.38505,5135.0
1742,11,20,15,rare,0.36005,0.81505,0.49505,3618.0
1743,11,21,15,rare,0.36005,0.82505,0.49505,3518.0
1744,11,22,15,rare,0.36005,0.83505,0.49505,3418.0
1745,11,23,15,rare,0.36005,0.85005,0.49505,3318.0
1746,11,24,15,rare,0.36005,0.86505,0.49505,3135.0
1747,11,25,15,rare,0.36005,0.87505,0.49505,2918.0
1748,11,26,15,rare,0.36005,0.88505,0.49505,2718.0
1749,11,27,15,rare,0.36005,0.89505,0.49505,2418.0
1750,11,28,15,rare,0.36005,0.90505,0.49505,2218.0
1751,11,29,15,rare,0.36005,0.92005,0.49505,1835.0
1752,11,30,16,rare,0.36005,0.93505,0.60505,518.0
1753,11,31,16,rare,0.36005,0.94505,0.60505,418.0
1754,11,32,16,rare,0.36005,0.95505,0.60505,318.0
1755,11,33,16,rare,0.36005,0.96505,0.60505,218.0
1756,11,34,16,rare,0.36005,0.97505,0.60505,118.0
1757,11,35,16,legendary,0.36005,0.99005,0.60505,18.0
1758,11,11,16,normal,0.36005,0.48005,0.60505,6086.0
1759,11,11,16,normal,0.36005,0.48005,0.60505,6087.0
1760,11,11,16,normal,0.36005,0.48005,0.60505,6088.0
1761,11,11,16,normal,0.36005,0.48005,0.60505,6089.0
1762,11,11,17,normal,0.36005,0.48005,0.71505,4686.0
1763,11,11,17,normal,0.36005,0.48005,0.71505,4687.0
1764,11,11,17,normal,0.36005,0.48005,0.71505,4688.0
1765,11,11,17,normal,0.36005,0.48005,0.71505,4689.0
1766,11,1,17,normal,0.36005,0.10005,0.71505,8218.0
1767,12,1,17,normal,0.72505,0.10005,0.71505,5518.0
1768,13,1,17,normal,0.73505,0.10005,0.71505,5136.0
1769,14,1,17,normal,0.74505,0.10005,0.71505,4418.0
1770,15,1,17,good,0.75505,0.10005,0.71505,4236.0
1771,16,1,17,good,0.77005,0.10005,0.71505,4118.0
1772,17,1,18,good,0.79505,0.10005,0.82505,3136.0
1773,18,1,18,good,0.82005,0.10005,0.82505,2618.0
1774,19,1,18,good,0.84005,0.10005,0.82505,2118.0
1775,20,1,18,good,0.86005,0.10005,0.82505,1635.0
1776,21,1,18,good,0.88005,0.10005,0.82505,1335.0
1777,22,1,18,good,0.90005,0.10005,0.82505,1036.0
1778,23,1,18,good,0.92505,0.10005,0.82505,818.0
1779,24,1,18,good,0.95005,0.10005,0.82505,718.0
1780,25,1,18,good,0.97005,0.10005,0.82505,618.0
1781,11,1,18,good,0.36005,0.10005,0.82505,7418.0
1782,17,1,11,good,0.79505,0.10005,0.05505,9518.0
1783,23,1,12,good,0.92505,0.10005,0.16505,8118.0
1784,29,1,13,good,0.98505,0.10005,0.27505,6918.0
1785,35,1,14,legendary,0.99505,0.10005,0.38505,5918.0
1786,11,11,15,normal,0.36005,0.48005,0.49505,7118.0
1787,11,11,16,normal,0.36005,0.48005,0.60505,6090.0
1788,11,11,17,normal,0.36005,0.48005,0.71505,4690.0
1789,11,11,18,good,0.36005,0.48005,0.82505,3718.0
1790,11,11,19,good,0.36005,0.48005,0.88505,3018.0
