,positionid,attack,defense,money,rarity,attack_percentile,defense_percentile,money_percentile,total_score_rank
2198,2198,11,11,27,good,0.36005,0.48005,0.96505,1344.0
2276,2276,21,1,18,good,0.88005,0.10005,0.82505,1345.0
2298,2298,11,11,27,good,0.36005,0.48005,0.96505,1346.0
2376,2376,21,1,18,good,0.88005,0.10005,0.82505,1347.0
2398,2398,11,11,27,good,0.36005,0.48005,0.96505,1348.0
2476,2476,21,1,18,good,0.88005,0.10005,0.82505,1349.0
2498,2498,11,11,27,good,0.36005,0.48005,0.96505,1350.0
2576,2576,21,1,18,good,0.88005,0.10005,0.82505,1351.0
2598,2598,11,11,27,good,0.36005,0.48005,0.96505,1352.0
2676,2676,21,1,18,good,0.88005,0.10005,0.82505,1353.0
2698,2698,11,11,27,good,0.36005,0.48005,0.96505,1354.0
2776,2776,21,1,18,good,0.88005,0.10005,0.82505,1355.0
2798,2798,11,11,27,good,0.36005,0.48005,0.96505,1356.0
2876,2876,21,1,18,good,0.88005,0.10005,0.82505,1357.0
2898,2898,11,11,27,good,0.36005,0.48005,0.96505,1358.0
2976,2976,21,1,18,good,0.88005,0.10005,0.82505,1359.0
2998,2998,11,11,27,good,0.36005,0.48005,0.96505,1360.0
3076,3076,21,1,18,good,0.88005,0.10005,0.82505,1361.0
3098,3098,11,11,27,good,0.36005,0.48005,0.96505,1362.0
3176,3176,21,1,18,good,0.88005,0.10005,0.82505,1363.0
3198,3198,11,11,27,good,0.36005,0.48005,0.96505,1364.0
3276,3276,21,1,18,good,0.88005,0.10005,0.82505,1365.0
3298,3298,11,11,27,good,0.36005,0.48005,0.96505,1366.0
3376,3376,21,1,18,good,0.88005,0.10005,0.82505,1367.0
3398,3398,11,11,27,good,0.36005,0.48005,0.96505,1368.0
3476,3476,21,1,18,good,0.88005,0.10005,0.82505,1369.0
3498,3498,11,11,27,good,0.36005,0.48005,0.96505,1370.0
3576,3576,21,1,18,good,0.88005,0.10005,0.82505,1371.0
3598,3598,11,11,27,good,0.36005,0.48005,0.96505,1372.0
3676,3676,21,1,18,good,0.88005,0.10005,0.82505,1373.0
3698,3698,11,11,27,good,0.36005,0.48005,0.96505,1374.0
3776,3776,21,1,18,good,0.88005,0.10005,0.82505,1375.0
3798,3798,11,11,27,good,0.36005,0.48005,0.96505,1376.0
3876,3876,21,1,18,good,0.88005,0.10005,0.82505,1377.0
3898,3898,11,11,27,good,0.36005,0.48005,0.96505,1378.0
3976,3976,21,1,18,good,0.88005,0.10005,0.82505,1379.0
3998,3998,11,11,27,good,0.36005,0.48005,0.96505,1380.0
4076,4076,21,1,18,good,0.88005,0.10005,0.82505,1381.0
4098,4098,11,11,27,good,0.36005,0.48005,0.96505,1382.0
4176,4176,21,1,18,good,0.88005,0.10005,0.82505,1383.0
4198,4198,11,11,27,good,0.36005,0.48005,0.96505,1384.0
4276,4276,21,1,18,good,0.88005,0.10005,0.82505,1385.0
4298,4298,11,11,27,good,0.36005,0.48005,0.96505,1386.0
4376,4376,21,1,18,good,0.88005,0.10005,0.82505,1387.0
4398,4398,11,11,27,good,0.36005,0.48005,0.96505,1388.0
4476,4476,21,1,18,good,0.88005,0.10005,0.82505,1389.0
4498,4498,11,11,27,good,0.36005,0.48005,0.96505,1390.0
4576,4576,21,1,18,good,0.88005,0.10005,0.82505,1391.0
4598,4598,11,11,27,good,0.36005,0.48005,0.96505,1392.0
4676,4676,21,1,18,good,0.88005,0.10005,0.82505,1393.0
4698,4698,11,11,27,good,0.36005,0.48005,0.96505,1394.0
4776,4776,21,1,18,good,0.88005,0.10005,0.82505,1395.0
4798,4798,11,11,27,good,0.36005,0.48005,0.96505,1396.0
4876,4876,21,1,18,good,0.88005,0.10005,0.82505,1397.0
4898,4898,11,11,27,good,0.36005,0.48005,0.96505,1398.0
4976,4976,21,1,18,good,0.88005,0.10005,0.82505,1399.0
4998,4998,11,11,27,good,0.36005,0.48005,0.96505,1400.0
5076,5076,21,1,18,good,0.88005,0.10005,0.82505,1401.0
5098,5098,11,11,27,good,0.36005,0.48005,0.96505,1402.0
5176,5176,21,1,18,good,0.88005,0.10005,0.82505,1403.0
5198,5198,11,11,27,good,0.36005,0.48005,0.96505,1404.0
5276,5276,21,1,18,good,0.88005,0.10005,0.82505,1405.0
5298,5298,11,11,27,good,0.36005,0.48005,0.96505,1406.0
5376,5376,21,1,18,good,0.88005,0.10005,0.82505,1407.0
5398,5398,11,11,27,good,0.36005,0.48005,0.96505,1408.0
5476,5476,21,1,18,good,0.88005,0.10005,0.82505,1409.0
5498,5498,11,11,27,good,0.36005,0.48005,0.96505,1410.0
5576,5576,21,1,18,good,0.88005,0.10005,0.82505,1411.0
5598,5598,11,11,27,good,0.36005,0.48005,0.96505,1412.0
5676,5676,21,1,18,good,0.88005,0.10005,0.82505,1413.0
5698,5698,11,11,27,good,0.36005,0.48005,0.96505,1414.0
5776,5776,21,1,18,good,0.88005,0.10005,0.82505,1415.0
5798,5798,11,11,27,good,0.36005,0.48005,0.96505,1416.0
5876,5876,21,1,18,good,0.88005,0.10005,0.82505,1417.0
5898,5898,11,11,27,good,0.36005,0.48005,0.96505,1418.0
5976,5976,21,1,18,good,0.88005,0.10005,0.82505,1419.0
5998,5998,11,11,27,good,0.36005,0.48005,0.96505,1420.0
6076,6076,21,1,18,good,0.88005,0.10005,0.82505,1421.0
6098,6098,11,11,27,good,0.36005,0.48005,0.96505,1422.0
6176,6176,21,1,18,good,0.88005,0.10005,0.82505,1423.0
6198,6198,11,11,27,good,0.36005,0.48005,0.96505,1424.0
6276,6276,21,1,18,good,0.88005,0.10005,0.82505,1425.0
6298,6298,11,11,27,good,0.36005,0.48005,0.96505,1426.0
6376,6376,21,1,18,good,0.88005,0.10005,0.82505,1427.0
6398,6398,11,11,27,good,0.36005,0.48005,0.96505,1428.0
6476,6476,21,1,18,good,0.88005,0.10005,0.82505,1429.0
6498,6498,11,11,27,good,0.36005,0.48005,0.96505,1430.0
6576,6576,21,1,18,good,0.88005,0.10005,0.82505,1431.0
6598,6598,11,11,27,good,0.36005,0.48005,0.96505,1432.0
6676,6676,21,1,18,good,0.88005,0.10005,0.82505,1433.0
6698,6698,11,11,27,good,0.36005,0.48005,0.96505,1434.0
6776,6776,21,1,18,good,0.88005,0.10005,0.82505,1435.0
6798,6798,11,11,27,good,0.36005,0.48005,0.96505,1436.0
6876,6876,21,1,18,good,0.88005,0.10005,0.82505,1437.0
6898,6898,11,11,27,good,0.36005,0.48005,0.96505,1438.0
6976,6976,21,1,18,good,0.88005,0.10005,0.82505,1439.0
6998,6998,11,11,27,good,0.36005,0.48005,0.96505,1440.0
7076,7076,21,1,18,good,0.88005,0.10005,0.82505,1441.0
7098,7098,11,11,27,good,0.36005,0.48005,0.96505,1442.0
7176,7176,21,1,18,good,0.88005,0.10005,0.82505,1443.0
7198,7198,11,11,27,good,0.36005,0.48005,0.96505,1444.0
7276,7276,21,1,18,good,0.88005,0.10005,0.82505,1445.0
7298,7298,11,11,27,good,0.36005,0.48005,0.96505,1446.0
7376,7376,21,1,18,good,0.88005,0.10005,0.82505,1447.0
7398,7398,11,11,27,good,0.36005,0.48005,0.96505,1448.0
7476,7476,21,1,18,good,0.88005,0.10005,0.82505,1449.0
7498,7498,11,11,27,good,0.36005,0.48005,0.96505,1450.0
7576,7576,21,1,18,good,0.88005,0.10005,0.82505,1451.0
7598,7598,11,11,27,good,0.36005,0.48005,0.96505,1452.0
7676,7676,21,1,18,good,0.88005,0.10005,0.82505,1453.0
7698,7698,11,11,27,good,0.36005,0.48005,0.96505,1454.0
7776,7776,21,1,18,good,0.88005,0.10005,0.82505,1455.0
7798,7798,11,11,27,good,0.36005,0.48005,0.96505,1456.0
7876,7876,21,1,18,good,0.88005,0.10005,0.82505,1457.0
7898,7898,11,11,27,good,0.36005,0.48005,0.96505,1458.0
7976,7976,21,1,18,good,0.88005,0.10005,0.82505,1459.0
7998,7998,11,11,27,good,0.36005,0.48005,0.96505,1460.0
8076,8076,21,1,18,good,0.88005,0.10005,0.82505,1461.0
8098,8098,11,11,27,good,0.36005,0.48005,0.96505,1462.0
8176,8176,21,1,18,good,0.88005,0.10005,0.82505,1463.0
8198,8198,11,11,27,good,0.36005,0.48005,0.96505,1464.0
8276,8276,21,1,18,good,0.88005,0.10005,0.82505,1465.0
8298,8298,11,11,27,good,0.36005,0.48005,0.96505,1466.0
8376,8376,21,1,18,good,0.88005,0.10005,0.82505,1467.0
8398,8398,11,11,27,good,0.36005,0.48005,0.96505,1468.0
8476,8476,21,1,18,good,0.88005,0.10005,0.82505,1469.0
8498,8498,11,11,27,good,0.36005,0.48005,0.96505,1470.0
8576,8576,21,1,18,good,0.88005,0.10005,0.82505,1471.0
8598,8598,11,11,27,good,0.36005,0.48005,0.96505,1472.0
8676,8676,21,1,18,good,0.88005,0.10005,0.82505,1473.0
8698,8698,11,11,27,good,0.36005,0.48005,0.96505,1474.0
8776,8776,21,1,18,good,0.88005,0.10005,0.82505,1475.0
8798,8798,11,11,27,good,0.36005,0.48005,0.96505,1476.0
8876,8876,21,1,18,good,0.88005,0.10005,0.82505,1477.0
8898,8898,11,11,27,good,0.36005,0.48005,0.96505,1478.0
8976,8976,21,1,18,good,0.88005,0.10005,0.82505,1479.0
8998,8998,11,11,27,good,0.36005,0.48005,0.96505,1480.0
9076,9076,21,1,18,good,0.88005,0.10005,0.82505,1481.0
9098,9098,11,11,27,good,0.36005,0.48005,0.96505,1482.0
9176,9176,21,1,18,good,0.88005,0.10005,0.82505,1483.0
9198,9198,11,11,27,good,0.36005,0.48005,0.96505,1484.0
9276,9276,21,1,18,good,0.88005,0.10005,0.82505,1485.0
9298,9298,11,11,27,good,0.36005,0.48005,0.96505,1486.0
9376,9376,21,1,18,good,0.88005,0.10005,0.82505,1487.0
9398,9398,11,11,27,good,0.36005,0.48005,0.96505,1488.0
9476,9476,21,1,18,good,0.88005,0.10005,0.82505,1489.0
9498,9498,11,11,27,good,0.36005,0.48005,0.96505,1490.0
9576,9576,21,1,18,good,0.88005,0.10005,0.82505,1491.0
9598,9598,11,11,27,good,0.36005,0.48005,0.96505,1492.0
9676,9676,21,1,18,good,0.88005,0.10005,0.82505,1493.0
9698,9698,11,11,27,good,0.36005,0.48005,0.96505,1494.0
9776,9776,21,1,18,good,0.88005,0.10005,0.82505,1495.0
9798,9798,11,11,27,good,0.36005,0.48005,0.96505,1496.0
9876,9876,21,1,18,good,0.88005,0.10005,0.82505,1497.0
9898,9898,11,11,27,good,0.36005,0.48005,0.96505,1498.0
9976,9976,21,1,18,good,0.88005,0.10005,0.82505,1499.0
9998,9998,11,11,27,good,0.36005,0.48005,0.96505,1500.0
97,97,11,11,26,good,0.36005,0.48005,0.95505,1501.0
197,197,11,11,26,good,0.36005,0.48005,0.95505,1502.0
297,297,11,11,26,good,0.36005,0.48005,0.95505,1503.0
397,397,11,11,26,good,0.36005,0.48005,0.95505,1504.0
497,497,11,11,26,good,0.36005,0.48005,0.95505,1505.0
597,597,11,11,26,good,0.36005,0.48005,0.95505,1506.0
697,697,11,11,26,good,0.36005,0.48005,0.95505,1507.0
797,797,11,11,26,good,0.36005,0.48005,0.95505,1508.0
897,897,11,11,26,good,0.36005,0.48005,0.95505,1509.0
997,997,11,11,26,good,0.36005,0.48005,0.95505,1510.0
1097,1097,11,11,26,good,0.36005,0.48005,0.95505,1511.0
1197,1197,11,11,26,good,0.36005,0.48005,0.95505,1512.0
1297,1297,11,11,26,good,0.36005,0.48005,0.95505,1513.0
1397,1397,11,11,26,good,0.36005,0.48005,0.95505,1514.0
1497,1497,11,11,26,good,0.36005,0.48005,0.95505,1515.0
1597,1597,11,11,26,good,0.36005,0.48005,0.95505,1516.0
1697,1697,11,11,26,good,0.36005,0.48005,0.95505,1517.0
1797,1797,11,11,26,good,0.36005,0.48005,0.95505,1518.0
1897,1897,11,11,26,good,0.36005,0.48005,0.95505,1519.0
1997,1997,11,11,26,good,0.36005,0.48005,0.95505,1520.0
2097,2097,11,11,26,good,0.36005,0.48005,0.95505,1521.0
2197,2197,11,11,26,good,0.36005,0.48005,0.95505,1522.0
2297,2297,11,11,26,good,0.36005,0.48005,0.95505,1523.0
2397,2397,11,11,26,good,0.36005,0.48005,0.95505,1524.0
2497,2497,11,11,26,good,0.36005,0.48005,0.95505,1525.0
2597,2597,11,11,26,good,0.36005,0.48005,0.95505,1526.0
2697,2697,11,11,26,good,0.36005,0.48005,0.95505,1527.0
2797,2797,11,11,26,good,0.36005,0.48005,0.95505,1528.0
2897,2897,11,11,26,good,0.36005,0.48005,0.95505,1529.0
2997,2997,11,11,26,good,0.36005,0.48005,0.95505,1530.0
3097,3097,11,11,26,good,0.36005,0.48005,0.95505,1531.0
3197,3197,11,11,26,good,0.36005,0.48005,0.95505,1532.0
3297,3297,11,11,26,good,0.36005,0.48005,0.95505,1533.0
3397,3397,11,11,26,good,0.36005,0.48005,0.95505,1534.0
3497,3497,11,11,26,good,0.36005,0.48005,0.95505,1535.0
3597,3597,11,11,26,good,0.36005,0.48005,0.95505,1536.0
3697,3697,11,11,26,good,0.36005,0.48005,0.95505,1537.0
3797,3797,11,11,26,good,0.36005,0.48005,0.95505,1538.0
3897,3897,11,11,26,good,0.36005,0.48005,0.95505,1539.0
3997,3997,11,11,26,good,0.36005,0.48005,0.95505,1540.0
4097,4097,11,11,26,good,0.36005,0.48005,0.95505,1541.0
4197,4197,11,11,26,good,0.36005,0.48005,0.95505,1542.0
4297,4297,11,11,26,good,0.36005,0.48005,0.95505,1543.0
4397,4397,11,11,26,good,0.36005,0.48005,0.95505,1544.0
4497,4497,11,11,26,good,0.36005,0.48005,0.95505,1545.0
4597,4597,11,11,26,good,0.36005,0.48005,0.95505,1546.0
4697,4697,11,11,26,good,0.36005,0.48005,0.95505,1547.0
4797,4797,11,11,26,good,0.36005,0.48005,0.95505,1548.0
4897,4897,11,11,26,good,0.36005,0.48005,0.95505,1549.0
4997,4997,11,11,26,good,0.36005,0.48005,0.95505,1550.0
5097,5097,11,11,26,good,0.36005,0.48005,0.95505,1551.0
5197,5197,11,11,26,good,0.36005,0.48005,0.95505,1552.0
5297,5297,11,11,26,good,0.36005,0.48005,0.95505,1553.0
5397,5397,11,11,26,good,0.36005,0.48005,0.95505,1554.0
5497,5497,11,11,26,good,0.36005,0.48005,0.95505,1555.0
5597,5597,11,11,26,good,0.36005,0.48005,0.95505,1556.0
5697,5697,11,11,26,good,0.36005,0.48005,0.95505,1557.0
5797,5797,11,11,26,good,0.36005,0.48005,0.95505,1558.0
5897,5897,11,11,26,good,0.36005,0.48005,0.95505,1559.0
5997,5997,11,11,26,good,0.36005,0.48005,0.95505,1560.0
6097,6097,11,11,26,good,0.36005,0.48005,0.95505,1561.0
6197,6197,11,11,26,good,0.36005,0.48005,0.95505,1562.0
6297,6297,11,11,26,good,0.36005,0.48005,0.95505,1563.0
6397,6397,11,11,26,good,0.36005,0.48005,0.95505,1564.0
6497,6497,11,11,26,good,0.36005,0.48005,0.95505,1565.0
6597,6597,11,11,26,good,0.36005,0.48005,0.95505,1566.0
6697,6697,11,11,26,good,0.36005,0.48005,0.95505,1567.0
6797,6797,11,11,26,good,0.36005,0.48005,0.95505,1568.0
6897,6897,11,11,26,good,0.36005,0.48005,0.95505,1569.0
6997,6997,11,11,26,good,0.36005,0.48005,0.95505,1570.0
7097,7097,11,11,26,good,0.36005,0.48005,0.95505,1571.0
7197,7197,11,11,26,good,0.36005,0.48005,0.95505,1572.0
7297,7297,11,11,26,good,0.36005,0.48005,0.95505,1573.0
7397,7397,11,11,26,good,0.36005,0.48005,0.95505,1574.0
7497,7497,11,11,26,good,0.36005,0.48005,0.95505,1575.0
7597,7597,11,11,26,good,0.36005,0.48005,0.95505,1576.0
7697,7697,11,11,26,good,0.36005,0.48005,0.95505,1577.0
7797,7797,11,11,26,good,0.36005,0.48005,0.95505,1578.0
7897,7897,11,11,26,good,0.36005,0.48005,0.95505,1579.0
7997,7997,11,11,26,good,0.36005,0.48005,0.95505,1580.0
8097,8097,11,11,26,good,0.36005,0.48005,0.95505,1581.0
8197,8197,11,11,26,good,0.36005,0.48005,0.95505,1582.0
8297,8297,11,11,26,good,0.36005,0.48005,0.95505,1583.0
8397,8397,11,11,26,good,0.36005,0.48005,0.95505,1584.0
8497,8497,11,11,26,good,0.36005,0.48005,0.95505,1585.0
8597,8597,11,11,26,good,0.36005,0.48005,0.95505,1586.0
8697,8697,11,11,26,good,0.36005,0.48005,0.95505,1587.0
8797,8797,11,11,26,good,0.36005,0.48005,0.95505,1588.0
8897,8897,11,11,26,good,0.36005,0.48005,0.95505,1589.0
8997,8997,11,11,26,good,0.36005,0.48005,0.95505,1590.0
9097,9097,11,11,26,good,0.36005,0.48005,0.95505,1591.0
9197,9197,11,11,26,good,0.36005,0.48005,0.95505,1592.0
9297,9297,11,11,26,good,0.36005,0.48005,0.95505,1593.0
9397,9397,11,11,26,good,0.36005,0.48005,0.95505,1594.0
9497,9497,11,11,26,good,0.36005,0.48005,0.95505,1595.0
9597,9597,11,11,26,good,0.36005,0.48005,0.95505,1596.0
9697,9697,11,11,26,good,0.36005,0.48005,0.95505,1597.0
9797,9797,11,11,26,good,0.36005,0.48005,0.95505,1598.0
9897,9897,11,11,26,good,0.36005,0.48005,0.95505,1599.0
9997,9997,11,11,26,good,0.36005,0.48005,0.95505,1600.0
75,75,20,1,18,good,0.86005,0.10005,0.82505,1601.0
96,96,11,11,25,good,0.36005,0.48005,0.94505,1602.0
175,175,20,1,18,good,0.86005,0.10005,0.82505,1603.0
196,196,11,11,25,good,0.36005,0.48005,0.94505,1604.0
275,275,20,1,18,good,0.86005,0.10005,0.82505,1605.0
296,296,11,11,25,good,0.36005,0.48005,0.94505,1606.0
375,375,20,1,18,good,0.86005,0.10005,0.82505,1607.0
396,396,11,11,25,good,0.36005,0.48005,0.94505,1608.0
475,475,20,1,18,good,0.86005,0.10005,0.82505,1609.0
496,496,11,11,25,good,0.36005,0.48005,0.94505,1610.0
575,575,20,1,18,good,0.86005,0.10005,0.82505,1611.0
596,596,11,11,25,good,0.36005,0.48005,0.94505,1612.0
675,675,20,1,18,good,0.86005,0.10005,0.82505,1613.0
696,696,11,11,25,good,0.36005,0.48005,0.94505,1614.0
775,775,20,1,18,good,0.86005,0.10005,0.82505,1615.0
796,796,11,11,25,good,0.36005,0.48005,0.94505,1616.0
875,875,20,1,18,good,0.86005,0.10005,0.82505,1617.0
896,896,11,11,25,good,0.36005,0.48005,0.94505,1618.0
975,975,20,1,18,good,0.86005,0.10005,0.82505,1619.0
996,996,11,11,25,good,0.36005,0.48005,0.94505,1620.0
1075,1075,20,1,18,good,0.86005,0.10005,0.82505,1621.0
1096,1096,11,11,25,good,0.36005,0.48005,0.94505,1622.0
1175,1175,20,1,18,good,0.86005,0.10005,0.82505,1623.0
1196,1196,11,11,25,good,0.36005,0.48005,0.94505,1624.0
1275,1275,20,1,18,good,0.86005,0.10005,0.82505,1625.0
1296,1296,11,11,25,good,0.36005,0.48005,0.94505,1626.0
1375,1375,20,1,18,good,0.86005,0.10005,0.82505,1627.0
1396,1396,11,11,25,good,0.36005,0.48005,0.94505,1628.0
1475,1475,20,1,18,good,0.86005,0.10005,0.82505,1629.0
1496,1496,11,11,25,good,0.36005,0.48005,0.94505,1630.0
1575,1575,20,1,18,good,0.86005,0.10005,0.82505,1631.0
1596,1596,11,11,25,good,0.36005,0.48005,0.94505,1632.0
1675,1675,20,1,18,good,0.86005,0.10005,0.82505,1633.0
1696,1696,11,11,25,good,0.36005,0.48005,0.94505,1634.0
1775,1775,20,1,18,good,0.86005,0.10005,0.82505,1635.0
1796,1796,11,11,25,good,0.36005,0.48005,0.94505,1636.0
1875,1875,20,1,18,good,0.86005,0.10005,0.82505,1637.0
1896,1896,11,11,25,good,0.36005,0.48005,0.94505,1638.0
1975,1975,20,1,18,good,0.86005,0.10005,0.82505,1639.0
1996,1996,11,11,25,good,0.36005,0.48005,0.94505,1640.0
2075,2075,20,1,18,good,0.86005,0.10005,0.82505,1641.0
2096,2096,11,11,25,good,0.36005,0.48005,0.94505,1642.0
2175,2175,20,1,18,good,0.86005,0.10005,0.82505,1643.0
2196,2196,11,11,25,good,0.36005,0.48005,0.94505,1644.0
2275,2275,20,1,18,good,0.86005,0.10005,0.82505,1645.0
2296,2296,11,11,25,good,0.36005,0.48005,0.94505,1646.0
2375,2375,20,1,18,good,0.86005,0.10005,0.82505,1647.0
2396,2396,11,11,25,good,0.36005,0.48005,0.94505,1648.0
2475,2475,20,1,18,good,0.86005,0.10005,0.82505,1649.0
2496,2496,11,11,25,good,0.36005,0.48005,0.94505,1650.0
2575,2575,20,1,18,good,0.86005,0.10005,0.82505,1651.0
2596,2596,11,11,25,good,0.36005,0.48005,0.94505,1652.0
2675,2675,20,1,18,good,0.86005,0.10005,0.82505,1653.0
2696,2696,11,11,25,good,0.36005,0.48005,0.94505,1654.0
2775,2775,20,1,18,good,0.86005,0.10005,0.82505,1655.0
2796,2796,11,11,25,good,0.36005,0.48005,0.94505,1656.0
2875,2875,20,1,18,good,0.86005,0.10005,0.82505,1657.0
2896,2896,11,11,25,good,0.36005,0.48005,0.94505,1658.0
2975,2975,20,1,18,good,0.86005,0.10005,0.82505,1659.0
2996,2996,11,11,25,good,0.36005,0.48005,0.94505,1660.0
3075,3075,20,1,18,good,0.86005,0.10005,0.82505,1661.0
3096,3096,11,11,25,good,0.36005,0.48005,0.94505,1662.0
3175,3175,20,1,18,good,0.86005,0.10005,0.82505,1663.0
3196,3196,11,11,25,good,0.36005,0.48005,0.94505,1664.0
3275,3275,20,1,18,good,0.86005,0.10005,0.82505,1665.0
3296,3296,11,11,25,good,0.36005,0.48005,0.94505,1666.0
3375,3375,20,1,18,good,0.86005,0.10005,0.82505,1667.0
3396,3396,11,11,25,good,0.36005,0.48005,0.94505,1668.0
3475,3475,20,1,18,good,0.86005,0.10005,0.82505,1669.0
3496,3496,11,11,25,good,0.36005,0.48005,0.94505,1670.0
3575,3575,20,1,18,good,0.86005,0.10005,0.82505,1671.0
3596,3596,11,11,25,good,0.36005,0.48005,0.94505,1672.0
3675,3675,20,1,18,good,0.86005,0.10005,0.82505,1673.0
3696,3696,11,11,25,good,0.36005,0.48005,0.94505,1674.0
3775,3775,20,1,18,good,0.86005,0.10005,0.82505,1675.0
3796,3796,11,11,25,good,0.36005,0.48005,0.94505,1676.0
3875,3875,20,1,18,good,0.86005,0.10005,0.82505,1677.0
3896,3896,11,11,25,good,0.36005,0.48005,0.94505,1678.0
3975,3975,20,1,18,good,0.86005,0.10005,0.82505,1679.0
3996,3996,11,11,25,good,0.36005,0.48005,0.94505,1680.0
4075,4075,20,1,18,good,0.86005,0.10005,0.82505,1681.0
4096,4096,11,11,25,good,0.36005,0.48005,0.94505,1682.0
4175,4175,20,1,18,good,0.86005,0.10005,0.82505,1683.0
4196,4196,11,11,25,good,0.36005,0.48005,0.94505,1684.0
4275,4275,20,1,18,good,0.86005,0.10005,0.82505,1685.0
4296,4296,11,11,25,good,0.36005,0.48005,0.94505,1686.0
4375,4375,20,1,18,good,0.86005,0.10005,0.82505,1687.0
4396,4396,11,11,25,good,0.36005,0.48005,0.94505,1688.0
4475,4475,20,1,18,good,0.86005,0.10005,0.82505,1689.0
4496,4496,11,11,25,good,0.36005,0.48005,0.94505,1690.0
4575,4575,20,1,18,good,0.86005,0.10005,0.82505,1691.0
4596,4596,11,11,25,good,0.36005,0.48005,0.94505,1692.0
4675,4675,20,1,18,good,0.86005,0.10005,0.82505,1693.0
4696,4696,11,11,25,good,0.36005,0.48005,0.94505,1694.0
4775,4775,20,1,18,good,0.86005,0.10005,0.82505,1695.0
4796,4796,11,11,25,good,0.36005,0.48005,0.94505,1696.0
4875,4875,20,1,18,good,0.86005,0.10005,0.82505,1697.0
4896,4896,11,11,25,good,0.36005,0.48005,0.94505,1698.0
4975,4975,20,1,18,good,0.86005,0.10005,0.82505,1699.0
4996,4996,11,11,25,good,0.36005,0.48005,0.94505,1700.0
5075,5075,20,1,18,good,0.86005,0.10005,0.82505,1701.0
5096,5096,11,11,25,good,0.36005,0.48005,0.94505,1702.0
5175,5175,20,1,18,good,0.86005,0.10005,0.82505,1703.0
5196,5196,11,11,25,good,0.36005,0.48005,0.94505,1704.0
5275,5275,20,1,18,good,0.86005,0.10005,0.82505,1705.0
5296,5296,11,11,25,good,0.36005,0.48005,0.94505,1706.0
5375,5375,20,1,18,good,0.86005,0.10005,0.82505,1707.0
5396,5396,11,11,25,good,0.36005,0.48005,0.94505,1708.0
5475,5475,20,1,18,good,0.86005,0.10005,0.82505,1709.0
5496,5496,11,11,25,good,0.36005,0.48005,0.94505,1710.0
5575,5575,20,1,18,good,0.86005,0.10005,0.82505,1711.0
5596,5596,11,11,25,good,0.36005,0.48005,0.94505,1712.0
5675,5675,20,1,18,good,0.86005,0.10005,0.82505,1713.0
5696,5696,11,11,25,good,0.36005,0.48005,0.94505,1714.0
5775,5775,20,1,18,good,0.86005,0.10005,0.82505,1715.0
5796,5796,11,11,25,good,0.36005,0.48005,0.94505,1716.0
5875,5875,20,1,18,good,0.86005,0.10005,0.82505,1717.0
5896,5896,11,11,25,good,0.36005,0.48005,0.94505,1718.0
5975,5975,20,1,18,good,0.86005,0.10005,0.82505,1719.0
5996,5996,11,11,25,good,0.36005,0.48005,0.94505,1720.0
6075,6075,20,1,18,good,0.86005,0.10005,0.82505,1721.0
6096,6096,11,11,25,good,0.36005,0.48005,0.94505,1722.0
6175,6175,20,1,18,good,0.86005,0.10005,0.82505,1723.0
6196,6196,11,11,25,good,0.36005,0.48005,0.94505,1724.0
6275,6275,20,1,18,good,0.86005,0.10005,0.82505,1725.0
6296,6296,11,11,25,good,0.36005,0.48005,0.94505,1726.0
6375,6375,20,1,18,good,0.86005,0.10005,0.82505,1727.0
6396,6396,11,11,25,good,0.36005,0.48005,0.94505,1728.0
6475,6475,20,1,18,good,0.86005,0.10005,0.82505,1729.0
6496,6496,11,11,25,good,0.36005,0.48005,0.94505,1730.0
6575,6575,20,1,18,good,0.86005,0.10005,0.82505,1731.0
6596,6596,11,11,25,good,0.36005,0.48005,0.94505,1732.0
6675,6675,20,1,18,good,0.86005,0.10005,0.82505,1733.0
6696,6696,11,11,25,good,0.36005,0.48005,0.94505,1734.0
6775,6775,20,1,18,good,0.86005,0.10005,0.82505,1735.0
6796,6796,11,11,25,good,0.36005,0.48005,0.94505,1736.0
6875,6875,20,1,18,good,0.86005,0.10005,0.82505,1737.0
6896,6896,11,11,25,good,0.36005,0.48005,0.94505,1738.0
6975,6975,20,1,18,good,0.86005,0.10005,0.82505,1739.0
6996,6996,11,11,25,good,0.36005,0.48005,0.94505,1740.0
7075,7075,20,1,18,good,0.86005,0.10005,0.82505,1741.0
7096,7096,11,11,25,good,0.36005,0.48005,0.94505,1742.0
7175,7175,20,1,18,good,0.86005,0.10005,0.82505,1743.0
7196,7196,11,11,25,good,0.36005,0.48005,0.94505,1744.0
7275,7275,20,1,18,good,0.86005,0.10005,0.82505,1745.0
7296,7296,11,11,25,good,0.36005,0.48005,0.94505,1746.0
7375,7375,20,1,18,good,0.86005,0.10005,0.82505,1747.0
7396,7396,11,11,25,good,0.36005,0.48005,0.94505,1748.0
7475,7475,20,1,18,good,0.86005,0.10005,0.82505,1749.0
7496,7496,11,11,25,good,0.36005,0.48005,0.94505,1750.0
7575,7575,20,1,18,good,0.86005,0.10005,0.82505,1751.0
7596,7596,11,11,25,good,0.36005,0.48005,0.94505,1752.0
7675,7675,20,1,18,good,0.86005,0.10005,0.82505,1753.0
7696,7696,11,11,25,good,0.36005,0.48005,0.94505,1754.0
7775,7775,20,1,18,good,0.86005,0.10005,0.82505,1755.0
